ae_id,matter_number,title,company_name,abn,industry,published_date,expires,date_signed,term_start,term_end,confidence_super,ocr,no_default_named,fund_name,fund_abn,fund_usi,fund_source,detail_url,pdf_url
AE532222,AG2025/3433,VENTIA AGFMA (SA) ENTERPRISE AGREEMENT 2024,Strategic Employee Relations Pty Ltd,,"Building, metal and civil construction industries",2026-03-06,2030-03-06,2026-02-20,,2030-03-06,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/ventia-agfma-sa-enterprise-agreement-2024?from=search,https://www.fwc.gov.au/document-view/media/download/829944
AE532241,AG2025/4141,BEYOND BANK AUSTRALIA LIMITED ENTERPRISE AGREEMENT 2025,Beyond Bank Australia Limited,15087651143,Banking finance and insurance industry,2026-03-06,2028-06-30,,,2028-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/beyond-bank-australia-limited-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/829285
AE532239,AG2025/4560,THE HIGGINS COATINGS PTY LTD (SOUTH AUSTRALIAN) REPAINT AGREEMENT 2025-2029,Norma Marnies,50005632708,"Building, metal and civil construction industries",2026-03-06,2030-03-06,,,2030-03-06,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/the-higgins-coatings-pty-ltd-south-australian-repaint-agreement-2025-2029?from=search,https://www.fwc.gov.au/document-view/media/download/829286
AE532221,AG2025/4249,SCT LOGISTICS (PENFIELD SHUNTING OPERATIONS) ENTERPRISE AGREEMENT 2025,SCT Opco Pty Ltd,35651271966,Rail industry,2026-03-05,2028-06-30,,,2028-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/sct-logistics-penfield-shunting-operations-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/829236
AE532219,AG2026/243,Auswide Scaffolding (Aust) Pty Ltd / CFMEU Collective Agreement 2024-2027,"Construction, Forestry And Maritime Employees Union",,"Building, metal and civil construction industries",2026-03-05,2027-07-04,,2026-03-12,2027-07-04,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/auswide-scaffolding-aust-pty-ltd-cfmeu-collective-agreement-2024-2027?from=search,https://www.fwc.gov.au/document-view/media/download/829151
AE532228,AG2026/126,Invicta Bus Services P/L –  TWU Enterprise Agreement 2026,Invicta Bus Services Pty Ltd,44134696558,Passenger vehicle transport (non rail) industry,2026-03-05,2029-06-30,2026-02-02,2026-03-12,2029-06-30,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/invicta-bus-services-pl-twu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829237
AE532232,AG2026/130,Ventura Bus Lines P/L (Croydon) – TWU Enterprise Agreement 2026,Ventura Bus Lines Pty Ltd,,Passenger vehicle transport (non rail) industry,2026-03-05,2029-06-30,2026-02-02,2026-03-12,2029-06-30,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/ventura-bus-lines-pl-croydon-twu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829244
AE532223,AG2026/292,Peak Commercial Electrical Agreement 2026-2030,Wiseclass Investments Pty Ltd,41606203507,Electrical contracting industry,2026-03-05,2030-03-05,,2026-03-12,2030-03-05,high,1,0,Cbus,75493363262,CBU0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/peak-commercial-electrical-agreement-2026-2030?from=search,https://www.fwc.gov.au/document-view/media/download/829148
AE532233,AG2026/131,Moorabbin Transit P/L – TWU Enterprise Agreement 2026,Moorabbin Transit Pty Ltd,24037825151,Passenger vehicle transport (non rail) industry,2026-03-05,2029-06-30,2026-02-02,2026-03-12,2029-06-30,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/moorabbin-transit-pl-twu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829242
AE532237,AG2026/242,Coco Republic NSW Warehouse Enterprise Agreement 2026,Saveba Pty Ltd,64002728985,Retail industry,2026-03-05,2028-06-30,,2026-03-12,2028-06-30,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/coco-republic-nsw-warehouse-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829246
AE532229,AG2026/127,Ivanhoe Bus Company P/L – TWU Enterprise Agreement 2026,Ivanhoe Bus Company Pty Ltd,,Passenger vehicle transport (non rail) industry,2026-03-05,2029-06-30,2026-02-02,2026-03-12,2029-06-30,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/ivanhoe-bus-company-pl-twu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829240
AE532230,AG2026/128,Ventura Bus Lines P/L (Knoxfield) – TWU Enterprise Agreement 2026,Ventura Bus Lines Pty Ltd,,Passenger vehicle transport (non rail) industry,2026-03-05,2029-06-30,2026-02-02,2026-03-12,2029-06-30,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/ventura-bus-lines-pl-knoxfield-twu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829241
AE532235,AG2026/245,Mater Medical Officers Enterprise Agreement 2026,Mater Misericordiae Ltd,83096708922,Health and welfare services,2026-03-05,2028-06-30,2026-03-04,,2028-06-30,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/mater-medical-officers-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829247
AE532234,AG2026/132,US Bus Lines P/L – TWU Enterprise Agreement 2026,US Bus Lines Pty Ltd,74622621199,Passenger vehicle transport (non rail) industry,2026-03-05,2029-06-30,2026-02-02,2026-03-12,2029-06-30,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/us-bus-lines-pl-twu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829250
AE532236,AG2026/99,Macweld Industries Pty. Ltd. Enterprise Agreement 2025,Macweld Industries Pty Ltd,,Manufacturing and associated industries,2026-03-05,2029-03-05,,,2029-03-05,low,0,0,AustralianSuper,65714394898,STA0100AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/macweld-industries-pty-ltd-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/829245
AE532236,AG2026/99,Macweld Industries Pty. Ltd. Enterprise Agreement 2025,Macweld Industries Pty Ltd,,Manufacturing and associated industries,2026-03-05,2029-03-05,,,2029-03-05,low,0,0,Cbus,75493363262,CBU0100AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/macweld-industries-pty-ltd-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/829245
AE532218,AG2026/303,The AMWU & Rapid Metal Developments Australia (Sydney) Enterprise Agreement 2025,Rapid Metal Developments (Australia) Pty Ltd,87004304447,Manufacturing and associated industries,2026-03-04,2029-12-01,2026-03-04,2026-03-11,2029-12-01,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/the-amwu-rapid-metal-developments-australia-sydney-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/829112
AE532170,AG2025/3499,Brophy Family & Youth Services Enterprise Agreement 2025,Brophy Family And Youth Services Incorporated,80114143802,"Social, community, home care and disability services",2026-03-04,2028-06-30,,2026-03-11,2028-06-30,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/brophy-family-youth-services-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/829109
AE532178,AG2026/183,UGL Industrial & Energy Enterprise Agreement 2026,UGL Operations and Maintenance (Services) Pty Ltd,17114888201,Industries not otherwise assigned,2026-03-04,2029-03-03,,2026-03-11,2029-03-03,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/ugl-industrial-energy-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829113
AE532220,AG2026/217,The Hills Montessori School Inc. Enterprise Agreement 2026,The Hills Montessori School Incorporated,24036087236,Educational services,2026-03-04,2028-12-31,,,2028-12-31,high,0,0,NGS Super,73549180515,73549180515701,,https://www.fwc.gov.au/document-view/agreements/the-hills-montessori-school-inc-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/829114
AE532209,AG2025/4796,McPhee Distribution Services Pty Ltd NSW Enterprise Agreement 2026,McPhee Distribution Services Pty Ltd,93096568400,Storage services,2026-03-03,2029-01-01,,2026-02-20,2029-01-01,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/mcphee-distribution-services-pty-ltd-nsw-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/828537
AE532171,AG2026/141,Base Fire Protection Fire Alarms Installation Enterprise Agreement 2026,Christopher Lehn,61109092891,Electrical contracting industry,2026-03-03,2030-03-03,,2026-03-10,2030-03-03,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/base-fire-protection-fire-alarms-installation-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/828536
AE532213,AG2026/7,"ARCARE PTY LTD, NSWNMA/ANMF NSW BRANCH AND HSU NEW SOUTH WALES BRANCH, (NSW AND ACT) ENTERPRISE AGREEMENT 2025",The Trustee for the Arc Unit Trust,96443678906,Aged care industry,2026-03-03,2028-11-01,2026-01-05,2026-03-10,2028-11-01,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/arcare-pty-ltd-nswnmaanmf-nsw-branch-and-hsu-new-south-wales-branch-nsw-1?from=search,https://www.fwc.gov.au/document-view/media/download/828538
AE532212,AG2026/56,St Andrew’s Hospital Clerical Enterprise Agreement 2025 – 2028,St Andrews Hospital Inc.,24589292505,Health and welfare services,2026-03-03,2028-06-30,2026-02-24,2023-10-12,2028-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/st-andrews-hospital-clerical-enterprise-agreement-2025-2028?from=search,https://www.fwc.gov.au/document-view/media/download/828532
AE532126,AG2026/19,Cleanaway Solid Waste Services Kimberley Region Enterprise Agreement 2025,Cleanaway Operations Pty Ltd,40010745383,Waste management industry,2026-03-03,2029-10-17,,2026-03-10,2029-10-17,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/cleanaway-solid-waste-services-kimberley-region-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/828502
AE532211,AG2025/4795,Harness Racing Victoria Enterprise Agreement 2025-2029,Harness Racing Control Board,22764910853,State and Territory government administration,2026-03-03,2029-09-01,,,2029-09-01,high,0,0,Aware Super,53226460365,53226460365001,,https://www.fwc.gov.au/document-view/agreements/harness-racing-victoria-enterprise-agreement-2025-2029?from=search,https://www.fwc.gov.au/document-view/media/download/828533
AE532206,AG2026/212,Goodman Fielder Consumer Foods Pty Ltd (Pampas – Warehouse) – Fair Work Enterprise Agreement 2025 – 2026,Goodman Fielder Consumer Foods Pty Ltd,35000024546,"Food, beverages and tobacco manufacturing industry",2026-03-03,2026-06-30,2026-02-10,2026-03-10,2026-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/goodman-fielder-consumer-foods-pty-ltd-pampas-warehouse-fair-work-1?from=search,https://www.fwc.gov.au/document-view/media/download/828497
AE532207,AG2025/4778,Fresenius Medical Care Queensland Nursing Staff Enterprise Agreement 2025,Fresenius Medical Care Pty Ltd,80067557877,Health and welfare services,2026-03-03,2029-02-20,,,2029-02-20,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/fresenius-medical-care-queensland-nursing-staff-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/828500
AE532210,AG2026/172,Odyssey Gaming Services Technician enterprise agreement 2025,Odyssey Gaming Limited,48074735452,Technical services,2026-03-03,2028-03-02,,2026-03-17,2028-03-02,high,0,0,Hostplus,68657495890,HOS0100AU,,https://www.fwc.gov.au/document-view/agreements/odyssey-gaming-services-technician-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/828534
AE532193,AG2025/4775,Presbyterian Ladies' College General Staff Agreement 2026,Presbyterian Ladies' College,16005650386,Educational services,2026-03-03,2029-01-31,2026-02-09,2026-03-06,2029-01-31,high,1,0,Aware Super,53226460365,53226460365001,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/presbyterian-ladies-college-general-staff-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/809948
AE530773,AG2025/4519,CSR Bradford Insulation Ingleburn Agreement 2025,Csr Building Products Limited,55008631356,Manufacturing and associated industries,2026-03-03,2029-08-31,2025-10-10,,2029-08-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/csr-bradford-insulation-ingleburn-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/377066
AE532201,AG2026/195,Royal Flying Doctor Service of Australia (Western Operations) Coordination Centre Enterprise Agreement 2025,Royal Flying Doctor Service of Australia (Western Operations),29067077696,Airline operations,2026-03-02,2029-03-09,2026-02-05,,2029-03-09,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/royal-flying-doctor-service-of-australia-western-operations-coordination?from=search,https://www.fwc.gov.au/document-view/media/download/812610
AE532200,AG2026/182,CIVIL 5000 PTY LTD & The Australian Workers’ Union Major Projects Agreement 2025,Civil 5000 Pty Ltd,63641835592,"Building, metal and civil construction industries",2026-03-02,2029-02-28,2026-02-09,,2029-02-28,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/civil-5000-pty-ltd-the-australian-workers-union-major-projects-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/812612
AE532199,AG2026/170,Kings Rail Pty Ltd & RTBU Enterprise Agreement 2026,Kings Rail Pty Ltd,90669131024,Rail industry,2026-03-02,2029-03-09,2026-02-04,2026-03-09,2029-03-09,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/kings-rail-pty-ltd-rtbu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/812611
AE532199,AG2026/170,Kings Rail Pty Ltd & RTBU Enterprise Agreement 2026,Kings Rail Pty Ltd,90669131024,Rail industry,2026-03-02,2029-03-09,2026-02-04,2026-03-09,2029-03-09,high,0,0,UniSuper,91385943850,91385943850001,,https://www.fwc.gov.au/document-view/agreements/kings-rail-pty-ltd-rtbu-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/812611
AE532203,AG2026/53,Liberty Oil Australia Pty Ltd Drivers Agreement 2025,Liberty Oil Australia Pty Ltd,,Road transport industry,2026-03-02,2030-03-02,2026-01-07,2026-03-09,2030-03-02,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/liberty-oil-australia-pty-ltd-drivers-agreement-2025-0?from=search,https://www.fwc.gov.au/document-view/media/download/828499
AE532202,AG2026/257,"CPB Projects Pty Ltd RAAF Learmonth Project
Agreement 2026",CPB Projects Pty Ltd,61632314320,"Building, metal and civil construction industries",2026-03-02,2030-03-02,,2030-03-02,2030-03-02,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/cpb-projects-pty-ltd-raaf-learmonth-project-agreement-2026-0?from=search,https://www.fwc.gov.au/document-view/media/download/828501
AE532205,AG2025/4081,Lumus Imaging Queensland Enterprise Agreement 2025,Lumus Imaging (Queensland) Pty Ltd,,Health and welfare services,2026-03-02,2028-08-01,,,2028-08-01,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/lumus-imaging-queensland-enterprise-agreement-2025-0?from=search,https://www.fwc.gov.au/document-view/media/download/828496
AE532204,AG2026/219,CATERGORY 5 LABOUR MANAGEMENT (VSA) PTY LTD and ETU Victorian Rail Infrastructure Enterprise Agreement 2025– 2029,Category 5 Labour Management (VSA) Pty Ltd,91624305228,"Building, metal and civil construction industries",2026-03-02,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/catergory-5-labour-management-vsa-pty-ltd-and-etu-victorian-rail-0?from=search,https://www.fwc.gov.au/document-view/media/download/828498
AE532198,AG2026/207,Application by Australian Bulk Stevedoring Ltd,Australian Bulk Stevedoring Ltd,78068223165,Stevedoring industry,2026-02-27,2028-11-30,,2023-06-06,2028-11-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/application-by-australian-bulk-stevedoring-ltd?from=search,https://www.fwc.gov.au/document-view/media/download/812613
AE532197,AG2026/156,Heidelberg Materials Australia Pty Ltd Western Australian Country Quarries Enterprise Agreement 2025,Heidelberg Materials Australia Pty Ltd,90009679734,"Building, metal and civil construction industries",2026-02-27,2028-10-01,,2023-06-06,2028-10-01,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/heidelberg-materials-australia-pty-ltd-western-australian-country-quarries?from=search,https://www.fwc.gov.au/document-view/media/download/812614
AE532195,AG2026/193,MSS Security Canberra Airport Enterprise Agreement 2026-2030,Mss Security Pty Ltd,29100573966,Security services,2026-02-27,2030-02-27,,2026-03-06,2030-02-27,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/mss-security-canberra-airport-enterprise-agreement-2026-2030?from=search,https://www.fwc.gov.au/document-view/media/download/812615
AE532194,,Placid Pools Enterprise Agreement 2025,Placid Pools,67973361137,,2026-02-27,2030-02-27,,,2030-02-27,high,1,0,Australian Retirement Trust,60905115063,60905115063001,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/placid-pools-enterprise-agreement-2025-0?from=search,https://www.fwc.gov.au/document-view/media/download/812732
AE532175,AG2026/229,Ellis Air Conditioning (Qld) Pty Ltd and CEPU Electrical Division Queensland Cross River Rail Project Enterprise Agreement 2025-2027,Ellis Airconditioning (Qld) Pty Ltd,36603148170,Electrical contracting industry,2026-02-27,2027-07-31,,,2027-07-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/ellis-air-conditioning-qld-pty-ltd-and-cepu-electrical-division-queensland?from=search,https://www.fwc.gov.au/document-view/media/download/809822
AE532189,AG2025/4698,Family Based Care Association North West Inc Enterprise Agreement 2025,Family Based Care Association North West Inc.,91428242665,"Social, community, home care and disability services",2026-02-27,2029-02-27,,,2029-02-27,high,1,0,HESTA,64971749321,HST0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/family-based-care-association-north-west-inc-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/809823
AE532187,AG2026/227,Alkimos Sea-Water Desalination Plant Project Onshore Union Greenfields Agreement 2025,Mizco Pty Ltd,69008910432,Electrical contracting industry,2026-02-27,2030-02-27,2026-02-10,2026-03-06,2030-02-27,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/alkimos-sea-water-desalination-plant-project-onshore-union-greenfields?from=search,https://www.fwc.gov.au/document-view/media/download/809951
AE532187,AG2026/227,Alkimos Sea-Water Desalination Plant Project Onshore Union Greenfields Agreement 2025,Mizco Pty Ltd,69008910432,Electrical contracting industry,2026-02-27,2030-02-27,2026-02-10,2026-03-06,2030-02-27,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/alkimos-sea-water-desalination-plant-project-onshore-union-greenfields?from=search,https://www.fwc.gov.au/document-view/media/download/809951
AE532191,AG2026/236,Amcor Flexibles (Australia) and AMWU and UWU Victoria Enterprise Agreement 2025,Amcor Flexibles (Australia) Pty Ltd,46113833748,Manufacturing and associated industries,2026-02-27,2027-07-31,,2026-03-06,2027-07-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/amcor-flexibles-australia-and-amwu-and-uwu-victoria-enterprise-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/809947
AE532169,AG2026/271,"Millingtons Cemeteries Outdoor Staff Enterprise Agreement
2025-2028",Millingtons Cemetery Services Pty Ltd,48609318005,Cemetery operations,2026-02-27,2028-06-30,2027-07-01,,2028-06-30,high,0,0,Spirit Super,,,,https://www.fwc.gov.au/document-view/agreements/millingtons-cemeteries-outdoor-staff-enterprise-agreement-2025-2028?from=search,https://www.fwc.gov.au/document-view/media/download/809950
AE532169,AG2026/271,"Millingtons Cemeteries Outdoor Staff Enterprise Agreement
2025-2028",Millingtons Cemetery Services Pty Ltd,48609318005,Cemetery operations,2026-02-27,2028-06-30,2027-07-01,,2028-06-30,high,0,0,Vision Super,24496637884,24496637884020,,https://www.fwc.gov.au/document-view/agreements/millingtons-cemeteries-outdoor-staff-enterprise-agreement-2025-2028?from=search,https://www.fwc.gov.au/document-view/media/download/809950
AE532190,AG2026/198,Programmed Facility Management Melbourne Water AMWU (O&M) Enterprise Agreement 2025,Programmed Facility Management Pty Ltd,23001382010,"Water, sewerage and drainage services",2026-02-27,2028-06-30,,,2028-06-30,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/programmed-facility-management-melbourne-water-amwu-om-enterprise-0?from=search,https://www.fwc.gov.au/document-view/media/download/809949
AE532174,AG2026/228,Ellis Air Conditioning (Qld) Pty Ltd and CEPU Electrical Division Queensland Enterprise Agreement 2023 - 2026,Ellis Air Conditioning (QLD) Pty Ltd,36603148170,Electrical contracting industry,2026-02-27,2026-07-31,,,2026-07-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/ellis-air-conditioning-qld-pty-ltd-and-cepu-electrical-division-0?from=search,https://www.fwc.gov.au/document-view/media/download/809825
AE532192,AG2025/4776,Loddon Shire Council Enterprise Agreement No. 10 - 2025,Loddon Shire Council,90925450534,Local government administration,2026-02-27,2028-06-30,2026-02-25,,2028-06-30,high,0,0,Vision Super,24496637884,24496637884020,,https://www.fwc.gov.au/document-view/agreements/loddon-shire-council-enterprise-agreement-no-10-2025?from=search,https://www.fwc.gov.au/document-view/media/download/809946
AE532181,AG2026/117,dnata & ASU Passenger Services Victoria Enterprise Agreement 2025,dnata Airport Services Pty Ltd,,Airport operations,2026-02-26,2028-02-29,,,2028-02-29,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/dnata-asu-passenger-services-victoria-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/809817
AE532180,AG2026/205,AMPCONTROL CSM PTY LIMITED ENTERPRISE AGREEMENT – 2026,Ampcontrol Csm Pty Limited,35000770141,Manufacturing and associated industries,2026-02-26,2029-01-16,,2026-03-05,2029-01-16,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/ampcontrol-csm-pty-limited-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/809820
AE532164,AG2026/151,"Penguin Random House Australia and Media, Entertainment and Arts Alliance Publishing Enterprise Agreement 2025-2028",Penguin Random House Australia Pty Ltd,28004815703,Publishing industry,2026-02-26,2028-06-30,,,2028-06-30,low,0,0,MediaSuper,75493363262,75493363262002,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/penguin-random-house-australia-and-media-entertainment-and-arts-alliance-0?from=search,https://www.fwc.gov.au/document-view/media/download/809819
AE532183,AG2025/3932,DP World Australia National Vessel Planners Enterprise Agreement 2025,DP World Australia Limited,,Miscellaneous,2026-02-26,2030-02-26,2000-01-01,,2030-02-26,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/dp-world-australia-national-vessel-planners-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/809816
AE532177,AG2026/184,Comansa Australia Pty Ltd / CFMEU Collective Agreement 2024-2027,Comansa Australia Pty Ltd,82681875678,"Building, metal and civil construction industries",2026-02-26,2027-07-04,2026-02-04,2026-03-05,2027-07-04,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/comansa-australia-pty-ltd-cfmeu-collective-agreement-2024-2027?from=search,https://www.fwc.gov.au/document-view/media/download/806791
AE532184,AG2025/4755,Mills Ormiston Rubber Pty Limited Australian Manufacturing Workers Union & United Workers Union Enterprise Agreement 2025,Mills Ormiston Rubber Pty Limited,81601410959,Manufacturing and associated industries,2026-02-26,2027-06-30,,2025-07-01,2027-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/mills-ormiston-rubber-pty-limited-australian-manufacturing-workers-union?from=search,https://www.fwc.gov.au/document-view/media/download/809821
AE532172,AG2026/167,Qube Specialised Logistics Victoria Enterprise Agreement 2025,Qube Logistics (SL) Pty Ltd,90004935915,Road transport industry,2026-02-26,2028-08-25,2026-02-06,,2028-08-25,low,0,0,Team Super,16457520308,16457520308001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/qube-specialised-logistics-victoria-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/806771
AE532176,AG2026/240,Fire Concepts and CEPU – Plumbing Division (Vic) Fire Protection Enterprise Agreement 2024 – 2027,"Communications, Electrical, Electronic, Energy, Information, Postal, Plumbing And Allied Services Union Of Australia",,Fire fighting services,2026-02-26,2027-10-31,,2024-10-01,2027-10-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/fire-concepts-and-cepu-plumbing-division-vic-fire-protection-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/806789
AE532110,AG2026/17,Victorian Public Mental Health Services Enterprise Agreement 2024-2028,Albury Wodonga Health,31569743618,Health and welfare services,2026-02-26,2028-12-30,2027-05-20,,2028-12-30,high,0,0,Aware Super,53226460365,53226460365001,,https://www.fwc.gov.au/document-view/agreements/victorian-public-mental-health-services-enterprise-agreement-2024-2028?from=search,https://www.fwc.gov.au/document-view/media/download/806576
AE532110,AG2026/17,Victorian Public Mental Health Services Enterprise Agreement 2024-2028,Albury Wodonga Health,31569743618,Health and welfare services,2026-02-26,2028-12-30,2027-05-20,,2028-12-30,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/victorian-public-mental-health-services-enterprise-agreement-2024-2028?from=search,https://www.fwc.gov.au/document-view/media/download/806576
AE532168,AG2026/179,Renewables Technical Services Pty Ltd Transmission Queensland Enterprise Agreement 2024 - 2028,Renewables Technical Services Pty Ltd,93660401203,Electrical contracting industry,2026-02-26,2028-03-31,2026-02-23,,2028-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/renewables-technical-services-pty-ltd-transmission-queensland-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/806790
AE532173,AG2026/187,SRG Global Asset Care NSW Enterprise Agreement 2025,SRG Global Asset Care Pty Ltd,21006353046,Manufacturing and associated industries,2026-02-26,2028-07-31,2026-02-23,,2028-07-31,high,0,0,REST,62653671394,RES0103AU,,https://www.fwc.gov.au/document-view/agreements/srg-global-asset-care-nsw-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/806772
AE532144,,Viva Energy Australia Geelong Refinery Enterprise Agreement 2025 – Maintenance Employees,,,,2026-02-25,2029-11-17,2026-03-09,2026-03-09,2029-11-17,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/viva-energy-australia-geelong-refinery-enterprise-agreement-2025-0?from=search,https://www.fwc.gov.au/document-view/media/download/812712
